kind,metric,env_step,k,mean,std,median,p25,p75,n
geometry_vs_id,angle_abs,44,8.8,0.5352797508239746,0.6126776933670044,0.28075075149536133,0.08055412769317627,0.815657913684845,200
geometry_vs_id,angle_abs,45,9.0,0.5444796085357666,0.6173940896987915,0.2864251136779785,0.08355408906936646,0.8175127506256104,200
geometry_vs_id,angle_abs,46,9.2,0.5547552704811096,0.6228752732276917,0.29843032360076904,0.09160506725311279,0.8590996265411377,200
geometry_vs_id,angle_abs,47,9.4,0.5638171434402466,0.6292988657951355,0.30446887016296387,0.09055602550506592,0.8664064407348633,200
geometry_vs_id,angle_abs,48,9.6,0.5744268894195557,0.6358473896980286,0.3028995990753174,0.09303247928619385,0.8929362297058105,200
geometry_vs_id,angle_abs,49,9.8,0.585793673992157,0.6430723667144775,0.3085860013961792,0.09414827823638916,0.9382699728012085,200
geometry_vs_id,angle_abs,50,10.0,0.5967108011245728,0.650027334690094,0.3159365653991699,0.09684252738952637,0.9559142589569092,200
geometry_vs_id,pose_l2,0,0.0,0.19856658577919006,0.4486183226108551,0.0,0.0,0.0,200
geometry_vs_id,pose_l2,1,0.2,2.42482852935791,3.8673787117004395,0.6823647022247314,0.0,2.7788193225860596,200
geometry_vs_id,pose_l2,2,0.4,4.167662143707275,6.739171504974365,0.9015202522277832,0.0,5.246192932128906,200
geometry_vs_id,pose_l2,3,0.6,5.733621120452881,8.90194034576416,1.0966426134109497,0.0,7.372188568115234,200
geometry_vs_id,pose_l2,4,0.8,7.189287185668945,10.550870895385742,1.1914253234863281,0.0,11.36810302734375,200
geometry_vs_id,pose_l2,5,1.0,8.593963623046875,12.157503128051758,2.0945675373077393,0.0,15.065032958984375,200
geometry_vs_id,pose_l2,6,1.2,9.990835189819336,13.795710563659668,2.506943702697754,0.0,16.638334274291992,200
geometry_vs_id,pose_l2,7,1.4,11.306767463684082,15.444668769836426,2.9154889583587646,0.0,17.805824279785156,200
geometry_vs_id,pose_l2,8,1.6,12.502113342285156,16.9835147857666,3.2202446460723877,0.0,19.600439071655273,200
geometry_vs_id,pose_l2,9,1.8,13.793042182922363,18.46731185913086,4.298595428466797,0.0,21.242563247680664,200
geometry_vs_id,pose_l2,10,2.0,15.096687316894531,19.697057723999023,6.104270935058594,0.0,25.0050048828125,200
geometry_vs_id,pose_l2,11,2.2,16.2836971282959,20.57527732849121,8.123275756835938,0.12166823446750641,27.022891998291016,200
geometry_vs_id,pose_l2,12,2.4,17.41568374633789,21.580684661865234,8.565961837768555,0.30677729845046997,29.260822296142578,200
geometry_vs_id,pose_l2,13,2.6,18.52436065673828,22.601539611816406,9.841440200805664,0.4073045253753662,30.94070053100586,200
geometry_vs_id,pose_l2,14,2.8,19.5906925201416,23.579801559448242,10.997514724731445,0.7160791158676147,31.610965728759766,200
geometry_vs_id,pose_l2,15,3.0,20.721452713012695,24.591184616088867,11.640193939208984,1.1456952095031738,32.51795196533203,200
geometry_vs_id,pose_l2,16,3.2,21.98076820373535,25.7105655670166,12.600465774536133,1.5518102645874023,33.82586669921875,200
geometry_vs_id,pose_l2,17,3.4,23.235610961914062,26.97127342224121,13.443207740783691,1.8032872676849365,35.02613830566406,200
geometry_vs_id,pose_l2,18,3.6,24.423437118530273,28.21516990661621,14.220391273498535,1.9121146202087402,37.324825286865234,200
geometry_vs_id,pose_l2,19,3.8,25.544239044189453,29.421918869018555,16.45451545715332,2.2728590965270996,38.41598129272461,200
geometry_vs_id,pose_l2,20,4.0,26.688920974731445,30.515880584716797,16.89841651916504,2.511127233505249,40.3433837890625,200
geometry_vs_id,pose_l2,21,4.2,27.780786514282227,31.65480613708496,17.803024291992188,2.592456102371216,40.80632019042969,200
geometry_vs_id,pose_l2,22,4.4,28.895334243774414,32.7719612121582,18.047075271606445,2.970695734024048,42.65446853637695,200
geometry_vs_id,pose_l2,23,4.6,30.060426712036133,33.940982818603516,18.112239837646484,3.2103772163391113,45.453277587890625,200
geometry_vs_id,pose_l2,24,4.8,31.133207321166992,34.94218063354492,19.848669052124023,3.6802334785461426,45.40386962890625,200
geometry_vs_id,pose_l2,25,5.0,32.18778991699219,35.9154167175293,21.280982971191406,3.7795345783233643,47.61784744262695,200
geometry_vs_id,pose_l2,26,5.2,33.19255447387695,36.80914306640625,22.123004913330078,4.189785480499268,48.51139831542969,200
geometry_vs_id,pose_l2,27,5.4,34.091278076171875,37.67729568481445,23.10321807861328,5.126013278961182,48.87322998046875,200
geometry_vs_id,pose_l2,28,5.6,34.98271942138672,38.53719711303711,24.5443115234375,5.101518154144287,49.09150695800781,200
geometry_vs_id,pose_l2,29,5.8,35.86671829223633,39.60067367553711,24.5443115234375,5.47705078125,50.36449432373047,200
geometry_vs_id,pose_l2,30,6.0,36.66865539550781,40.17372512817383,25.07332992553711,5.647503852844238,53.02992630004883,200
geometry_vs_id,pose_l2,31,6.2,37.40974044799805,40.265953063964844,25.78241729736328,6.1442975997924805,53.02992630004883,200
geometry_vs_id,pose_l2,32,6.4,38.08249282836914,40.56448745727539,26.855304718017578,6.530760765075684,55.59608459472656,200
geometry_vs_id,pose_l2,33,6.6,38.65892028808594,40.942657470703125,27.165258407592773,7.214150428771973,58.53671646118164,200
geometry_vs_id,pose_l2,34,6.8,39.375701904296875,41.346778869628906,28.326068878173828,7.266323566436768,58.55968475341797,200
geometry_vs_id,pose_l2,35,7.0,40.16075897216797,41.94449234008789,28.952987670898438,7.196012496948242,58.55968475341797,200
geometry_vs_id,pose_l2,36,7.2,41.06801223754883,42.46056365966797,28.952987670898438,7.217652320861816,58.55968475341797,200
geometry_vs_id,pose_l2,37,7.4,41.89958190917969,43.01045227050781,30.00235366821289,7.295984268188477,58.76109313964844,200
geometry_vs_id,pose_l2,38,7.6,42.72659683227539,43.529747009277344,31.44293975830078,7.3332600593566895,62.15013122558594,200
geometry_vs_id,pose_l2,39,7.8,43.5456657409668,43.93492889404297,31.12511444091797,7.393658638000488,64.57170104980469,200
geometry_vs_id,pose_l2,40,8.0,44.36012268066406,44.32857894897461,31.954071044921875,7.871687889099121,66.11590576171875,200
geometry_vs_id,pose_l2,41,8.2,45.14817810058594,44.61696243286133,32.801490783691406,8.685254096984863,66.19575500488281,200
geometry_vs_id,pose_l2,42,8.4,46.060874938964844,44.94559097290039,34.28178024291992,10.442458152770996,69.0081787109375,200
geometry_vs_id,pose_l2,43,8.6,46.956329345703125,45.365421295166016,35.0623779296875,11.690339088439941,70.07148742675781,200
geometry_vs_id,pose_l2,44,8.8,47.8738899230957,45.99629592895508,35.31193542480469,11.693309783935547,71.55389404296875,200
geometry_vs_id,pose_l2,45,9.0,48.775760650634766,46.67306137084961,37.0910530090332,11.693309783935547,71.55389404296875,200
geometry_vs_id,pose_l2,46,9.2,49.60694885253906,47.25822067260742,37.19439697265625,11.363452911376953,74.36874389648438,200
geometry_vs_id,pose_l2,47,9.4,50.38319396972656,47.808021545410156,37.373680114746094,11.568902969360352,74.60309600830078,200
geometry_vs_id,pose_l2,48,9.6,51.16022872924805,48.338680267333984,37.87288284301758,11.999551773071289,74.79962158203125,200
geometry_vs_id,pose_l2,49,9.8,51.89920425415039,48.88875198364258,38.77314758300781,12.043022155761719,75.39386749267578,200
geometry_vs_id,pose_l2,50,10.0,52.642879486083984,49.54971694946289,39.0367431640625,12.043022155761719,77.2237548828125,200
id,contact_points,0,0.0,0.0,0.0,0.0,0.0,0.0,200
id,contact_points,1,0.2,4.045000076293945,4.958122730255127,0.0,0.0,10.0,200
id,contact_points,2,0.4,4.239999771118164,5.1315107345581055,0.0,0.0,10.0,200
id,contact_points,3,0.6,4.119999885559082,5.153212547302246,0.0,0.0,10.0,200
id,contact_points,4,0.8,4.184999942779541,5.0349555015563965,0.0,0.0,10.0,200
id,contact_points,5,1.0,4.360000133514404,5.094153881072998,0.0,0.0,10.0,200
id,contact_points,6,1.2,4.360000133514404,4.9709553718566895,0.0,0.0,10.0,200
id,contact_points,7,1.4,4.84499979019165,5.298205375671387,0.0,0.0,10.0,200
id,contact_points,8,1.6,4.949999809265137,5.350467205047607,0.0,0.0,10.0,200
id,contact_points,9,1.8,5.03000020980835,5.184505462646484,3.5,0.0,10.0,200
id,contact_points,10,2.0,5.090000152587891,5.207869052886963,4.5,0.0,10.0,200
id,contact_points,11,2.2,4.90500020980835,5.14061975479126,1.5,0.0,10.0,200
id,contact_points,12,2.4,4.945000171661377,5.2727580070495605,0.5,0.0,10.0,200
id,contact_points,13,2.6,4.989999771118164,5.458928108215332,0.5,0.0,10.0,200
id,contact_points,14,2.8,5.150000095367432,5.530596733093262,2.0,0.0,10.0,200
id,contact_points,15,3.0,5.465000152587891,5.489879131317139,8.0,0.0,10.0,200
id,contact_points,16,3.2,5.614999771118164,5.366262912750244,9.0,0.0,10.0,200
id,contact_points,17,3.4,5.625,5.303241729736328,9.0,0.0,10.0,200
id,contact_points,18,3.6,5.704999923706055,5.391472339630127,9.0,0.0,10.0,200
id,contact_points,19,3.8,5.710000038146973,5.390352249145508,9.0,0.0,10.0,200
id,contact_points,20,4.0,5.804999828338623,5.440310001373291,9.0,0.0,10.0,200
id,contact_points,21,4.2,5.739999771118164,5.558992862701416,9.0,0.0,10.0,200
id,contact_points,22,4.4,5.454999923706055,5.421067714691162,8.5,0.0,10.0,200
id,contact_points,23,4.6,5.46999979019165,5.499918460845947,9.0,0.0,10.0,200
id,contact_points,24,4.8,4.985000133514404,5.323980808258057,2.0,0.0,10.0,200
id,contact_points,25,5.0,5.074999809265137,5.298053741455078,4.0,0.0,10.0,200
id,contact_points,26,5.2,5.210000038146973,5.690861225128174,1.0,0.0,10.0,200
id,contact_points,27,5.4,5.025000095367432,5.604852676391602,0.0,0.0,10.0,200
id,contact_points,28,5.6,5.0,5.537147045135498,0.0,0.0,10.0,200
id,contact_points,29,5.8,4.800000190734863,5.535340785980225,0.0,0.0,10.0,200
id,contact_points,30,6.0,4.574999809265137,5.476712226867676,0.0,0.0,10.0,200
id,contact_points,31,6.2,4.525000095367432,5.402719020843506,0.0,0.0,10.0,200
id,contact_points,32,6.4,4.295000076293945,5.293200492858887,0.0,0.0,10.0,200
id,contact_points,33,6.6,4.364999771118164,5.0883965492248535,0.0,0.0,10.0,200
id,contact_points,34,6.8,4.409999847412109,5.2069091796875,0.0,0.0,10.0,200
id,contact_points,35,7.0,4.730000019073486,5.354166507720947,0.0,0.0,10.0,200
id,contact_points,36,7.2,4.784999847412109,5.4953413009643555,0.0,0.0,10.0,200
id,contact_points,37,7.4,4.715000152587891,5.707344055175781,0.0,0.0,10.0,200
id,contact_points,38,7.6,4.744999885559082,5.818073272705078,0.0,0.0,10.0,200
id,contact_points,39,7.8,4.644999980926514,5.658531188964844,0.0,0.0,10.0,200
id,contact_points,40,8.0,4.985000133514404,5.985379695892334,0.0,0.0,10.0,200
id,contact_points,41,8.2,5.054999828338623,5.970089912414551,0.0,0.0,10.0,200
id,contact_points,42,8.4,4.889999866485596,5.747860431671143,0.0,0.0,10.0,200
id,contact_points,43,8.6,5.150000095367432,5.841875076293945,1.0,0.0,10.0,200
id,contact_points,44,8.8,5.25,5.833309650421143,0.5,0.0,10.0,200
id,contact_points,45,9.0,5.324999809265137,5.624888896942139,3.0,0.0,10.0,200
id,contact_points,46,9.2,5.190000057220459,5.55192756652832,2.0,0.0,10.0,200
id,contact_points,47,9.4,5.440000057220459,5.575517654418945,6.5,0.0,10.0,200
id,contact_points,48,9.6,5.364999771118164,5.631320476531982,4.0,0.0,10.0,200
id,contact_points,49,9.8,5.420000076293945,5.454686164855957,9.0,0.0,10.0,200
id,contact_points,50,10.0,5.275000095367432,5.390675067901611,5.0,0.0,10.0,200
geometry,contact_points,0,0.0,0.0,0.0,0.0,0.0,0.0,200
geometry,contact_points,1,0.2,3.190000057220459,5.607485771179199,0.0,0.0,7.0,200
geometry,contact_points,2,0.4,3.315000057220459,5.501433849334717,0.0,0.0,10.0,200
geometry,contact_points,3,0.6,3.259999990463257,5.42424201965332,0.0,0.0,9.25,200
geometry,contact_points,4,0.8,3.4200000762939453,5.500327110290527,0.0,0.0,9.0,200
geometry,contact_points,5,1.0,3.565000057220459,5.613000392913818,0.0,0.0,10.0,200
geometry,contact_points,6,1.2,3.505000114440918,5.742819786071777,0.0,0.0,9.0,200
geometry,contact_points,7,1.4,3.575000047683716,5.939223766326904,0.0,0.0,10.0,200
geometry,contact_points,8,1.6,3.7049999237060547,6.134164810180664,0.0,0.0,9.0,200
geometry,contact_points,9,1.8,3.7950000762939453,6.031001567840576,0.0,0.0,10.0,200
geometry,contact_points,10,2.0,3.799999952316284,5.919459342956543,0.0,0.0,9.0,200
geometry,contact_points,11,2.2,3.759999990463257,6.009359359741211,0.0,0.0,10.0,200
geometry,contact_points,12,2.4,3.7149999141693115,5.626168727874756,0.0,0.0,10.0,200
geometry,contact_points,13,2.6,3.934999942779541,5.600069522857666,0.0,0.0,10.0,200
geometry,contact_points,14,2.8,3.994999885559082,5.570006847381592,0.0,0.0,10.0,200
geometry,contact_points,15,3.0,4.269999980926514,5.49154806137085,0.0,0.0,10.0,200
geometry,contact_points,16,3.2,4.385000228881836,5.517859935760498,0.0,0.0,10.0,200
geometry,contact_points,17,3.4,4.159999847412109,5.562769412994385,0.0,0.0,10.0,200
geometry,contact_points,18,3.6,4.119999885559082,5.568267345428467,0.0,0.0,10.0,200
geometry,contact_points,19,3.8,3.890000104904175,5.497081279754639,0.0,0.0,10.0,200
geometry,contact_points,20,4.0,3.9800000190734863,5.677111625671387,0.0,0.0,10.0,200
geometry,contact_points,21,4.2,4.034999847412109,5.56989860534668,0.0,0.0,10.0,200
geometry,contact_points,22,4.4,3.944999933242798,5.465526103973389,0.0,0.0,10.0,200
geometry,contact_points,23,4.6,3.890000104904175,5.654900550842285,0.0,0.0,10.0,200
geometry,contact_points,24,4.8,3.869999885559082,5.386381149291992,0.0,0.0,10.0,200
geometry,contact_points,25,5.0,4.014999866485596,5.630699157714844,0.0,0.0,10.0,200
geometry,contact_points,26,5.2,4.190000057220459,5.903718948364258,0.0,0.0,10.0,200
geometry,contact_points,27,5.4,4.190000057220459,5.944231986999512,0.0,0.0,10.0,200
geometry,contact_points,28,5.6,4.545000076293945,6.283945560455322,0.0,0.0,10.0,200
geometry,contact_points,29,5.8,4.355000019073486,6.228079319000244,0.0,0.0,10.0,200
geometry,contact_points,30,6.0,4.150000095367432,6.261589527130127,0.0,0.0,10.0,200
geometry,contact_points,31,6.2,4.070000171661377,6.0946784019470215,0.0,0.0,10.0,200
geometry,contact_points,32,6.4,3.809999942779541,5.875704288482666,0.0,0.0,10.0,200
geometry,contact_points,33,6.6,4.010000228881836,5.912689685821533,0.0,0.0,10.0,200
geometry,contact_points,34,6.8,4.074999809265137,5.951417922973633,0.0,0.0,10.0,200
geometry,contact_points,35,7.0,4.28000020980835,5.778546333312988,0.0,0.0,10.0,200
geometry,contact_points,36,7.2,4.235000133514404,5.8881049156188965,0.0,0.0,10.0,200
geometry,contact_points,37,7.4,4.09499979019165,5.957849979400635,0.0,0.0,10.0,200
geometry,contact_points,38,7.6,4.010000228881836,5.905074119567871,0.0,0.0,10.0,200
geometry,contact_points,39,7.8,3.9649999141693115,6.179302215576172,0.0,0.0,10.0,200
geometry,contact_points,40,8.0,4.360000133514404,6.3851704597473145,0.0,0.0,10.0,200
geometry,contact_points,41,8.2,4.375,6.219676494598389,0.0,0.0,10.0,200
geometry,contact_points,42,8.4,4.275000095367432,6.0381598472595215,0.0,0.0,10.0,200
geometry,contact_points,43,8.6,4.170000076293945,5.917862892150879,0.0,0.0,10.0,200
geometry,contact_points,44,8.8,4.269999980926514,5.743439674377441,0.0,0.0,10.0,200
geometry,contact_points,45,9.0,4.239999771118164,5.781210899353027,0.0,0.0,10.0,200
geometry,contact_points,46,9.2,4.385000228881836,5.759060382843018,0.0,0.0,10.0,200
geometry,contact_points,47,9.4,4.704999923706055,6.230407238006592,0.0,0.0,10.0,200
geometry,contact_points,48,9.6,4.505000114440918,6.155483245849609,0.0,0.0,10.0,200
geometry,contact_points,49,9.8,4.260000228881836,6.036754131317139,0.0,0.0,10.0,200
geometry,contact_points,50,10.0,4.28000020980835,6.2491278648376465,0.0,0.0,10.0,200
